Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
KLAC,KLAC,Semiconductor Equipment & Materials,109.57,12.1474495,0.027757216,8.92,129.03,80.65,17708703744,11.521,4.0426464,6.2266293,
FE,FE,Utilities - Diversified,42.1,16.907629,0.034393404,2.59,42.53,32.92,22373705728,11.122,1.983133,3.2374654,
CXO,CXO,Oil & Gas E&P,111.92,16.26744,0.0011232926,4.32,160.81,93.31,22289428480,9.983,5.530875,1.2343949,
HRS,HRS,Communication Equipment,182.12,19.64617,0.014465201,7.629999999999999,183.12,123.24,21513107456,15.718,3.2541382,5.96157,
APTV,APTV,Auto Parts,74.73,12.77436,0.012003819,5.029999999999999,103.23,58.8,19268012032,11.329,1.3399174,5.637448,
BXP,BXP,REIT - Office,133.01,36.641872,0.027871106,3.19,140.35,107.84,22793256960,21.086,8.225157,3.6462073,
IDXX,IDXX,Diagnostics & Research,246.18,44.597824,,4.43,256.22,176.11,21173030912,37.351,9.403373,410.985,
VRSN,VRSN,Internet Content & Information,191.25,34.335728,,5.300000000000001,203.28,125.13,22793748480,27.819,18.651464,,
KR,KR,Grocery Stores,25.25,10.609243,0.021584159,2.0999999999999996,32.74,23.52,20160331776,6.773,0.16639154,2.5551507,
INFO,INFO,Business Services,56.14,19.493055,,2.36,57.69,44.52,22441852928,20.32,5.442428,2.693341,
BLL,BLL,Packaging & Containers,63.44,20.937294,0.0062102154,2.18,65.3083,34.71,21236158464,15.793,1.8251963,5.9837766,
KHC,KHC,Packaged Foods,32.27,11.05137,0.07819831,3.51,64.99,31.53,39351005184,9.929,1.4985721,0.7602422,
FAST,FAST,Industrial Distribution,64.16,20.899025,0.025086235,2.7,71.88,47.37,18369972224,16.111,3.6100247,7.6618114,
UAL,UAL,Airlines,83.45,6.879637,,9.85,97.85,66.1,21958113280,6.244,0.52456075,2.249872,
AMP,AMP,Asset Management,142.52,7.8480177,0.025828669,14.89,153.15,95.69,19083999232,5.908,1.480183,3.2729363,
AME,AME,Diversified Industrials,85.02,19.77209,0.006657948,3.52,88.76,63.14,19371040768,16.38,3.9047306,4.346626,
WY,WY,Lumber & Wood Production,24.98,25.489796,0.053301513,0.9299999999999999,38.39,20.52,18604752896,15.234,2.5647578,2.1139035,
EIX,EIX,Utilities - Regulated Electric,59.85,12.734043,0.040482126,3.9699999999999998,71,45.5,19499788288,10.18,1.5096221,1.8525397,
CDNS,CDNS,Software - Application,68.09,29.995594,,2,70.49,39.08,19135332352,34.116,8.707968,14.010287,
AWK,AWK,Utilities - Regulated Water,109.84,28.1641,0.016442316,3.3299999999999996,111.08,77.73,19828207616,16.55,5.6781807,3.3424623,
ULTA,ULTA,Specialty Retail,335.32,22.474531,,10.95,359.69,224.43,19699781632,17.45,2.9329925,10.792404,
CLX,CLX,Household & Personal Products,147.23,22.341425,0.02574762,6.039999999999999,167.7,115.74,18752389120,16.502,2.9870005,24.1084,
HIG,HIG,Insurance - Diversified,52.72,9.638026,0.02213241,4.449999999999999,53.87,40.54,19058227200,7.21,0.99396193,1.3583428,
MTD,MTD,Diagnostics & Research,722.67,28.49645,,20.72,762.9,500.74,17924599808,25.465,6.0674624,31.908775,
MKC,MKC,Packaged Foods,154.53,27.253967,0.013830272,5.09,157,99.53,20389459968,23.208,3.758426,6.124123,
IP,IP,Packaging & Containers,44.74,8.8594055,0.04415761,5.510000000000001,59.57,37.55,17776723968,7.365,0.76203376,2.3973851,
CTAS,CTAS,Business Services,220.07,26.482552,0.009468822,7.3,223.99,155.98,23012939776,17.569,3.4001954,7.2630367,
MSCI,MSCI,Capital Markets,220.44,30.616669,0.009844438,5.510000000000001,230.44,134.28,18666573824,27.9,12.837651,,
ESS,ESS,REIT - Residential,282.58,49.144344,0.026550546,6.33,294.61,226.22,19219933184,25.313,13.3281555,2.9993737,
CHD,CHD,Household & Personal Products,72.47,26.940521,0.011902418,2.34,74.99,45.55,17843490816,20.939,4.2640853,7.134981,
ETR,ETR,Utilities - Diversified,96.49,17.543636,0.03693444,6.98,97.62,75.45,18325958656,13.548,1.6820282,2.0428512,
LLL,LLL,Aerospace & Defense,235.51,18.327625,0.013868738,11.31,236.76,158.76,18711552000,15.429,1.7697487,3.090196,
SNPS,SNPS,Software - Application,117.74,24.326445,,3.8900000000000006,122.36,79.14,17622851584,31.044,5.555696,4.651181,
KEY,KEY,Banks - Regional - US,16.92,8.676923,0.03811252,1.75,21.91,13.66,17060267008,,2.7762842,1.1843762,
RSG,RSG,Waste Management,83.76,23.331478,0.017562725,3.0799999999999996,84.21,66.41,26936043520,12.757,2.6711667,3.4023886,
NTAP,NTAP,Data Storage,67.32,13.437125,0.02121855,4.35,88.08,54.5,16626357248,10.655,2.6860027,13.518072,
AEE,AEE,Utilities - Regulated Electric,73.85,21.039886,0.025,3.5300000000000002,74.91,55.21,18137337856,11.436,3.033507,2.3540099,
OMC,OMC,Advertising Agencies,78.73,12.576677,0.031313907,5.779999999999999,84.35,65.85,17333827584,9.401,1.1456974,7.182739,
CBS,CBS,Media - Diversified,47.69,7.3256526,0.015238096,5.23,59.59,41.38,17874354176,9.078,1.1980131,4.101307,
BBY,BBY,Specialty Retail,67.62,11.251248,0.027570792,5.380000000000001,84.37,47.72,18116481024,6.696,0.4225024,5.434818,
NUE,NUE,Steel,55.18,9.749117,0.02852441,8.020000000000001,68.84,49.79,16818091008,4.819,0.6570726,1.6627994,
FRC,FRC,Banks - Regional - US,100.27,16.9375,0.0073856744,4.9399999999999995,107.75,79.42,16799135744,,5.5011373,2.0706246,
DXC,DXC,Information Technology Services,57,6.1889253,0.013397642,8.46,96.75,49.19,15291447296,3.86,0.6403454,1.3956563,
CMG,CMG,Restaurants,703.18,41.905838,,10.15,721.42,383.2,19487649792,36.439,3.87829,13.137658,
CFG,CFG,Banks - Regional - US,34.91,8.391828,0.031286214,3.67,43.12,27.62,16001208320,,2.7024503,0.7891406,
HSY,HSY,Confectioners,127.06,21.247492,0.022208232,5.54,127.5,89.29,26530127872,15.708,3.3858461,18.737648,
TSS,TSS,Credit Services,98.3,17.711712,0.0053752325,4.55,102.67,75.58,17393498112,18.894,4.267744,7.3926454,
MXIM,MXIM,Semiconductors,54.1,20.492422,0.03444403,2.6,63.68,46.64,14738191360,14.804,6.1641903,8.873216,
VMC,VMC,Building Materials,129.17,22.464348,0.009003366,4.08,133.59,82.52,17062323200,17.749,3.7707574,3.2697952,
LH,LH,Diagnostics & Research,163.33,13.509512,,10.86,190.36,119.38,16088005632,11.954,1.4267095,2.266898,
FCX,FCX,Copper,10.86,11.677419,0.018674137,1.09,18.38,9.6,15753841664,6.733,0.89755255,1.6107979,
KEYS,KEYS,Scientific & Technical Instruments,83.79,18.957014,,3.66,93.77,52.553,15751598080,20.128,3.8921666,5.9186273,
ANET,ANET,Computer Systems,248.88,23.369015,,8.6,331.27,187.08,19069806592,23.826,8.384898,7.9268723,
CBRE,CBRE,Real Estate Services,47.71,12.233333,,3.5300000000000002,52.41,37.45,15701122048,12.828,0.7201806,3.0850306,
SWKS,SWKS,Semiconductors,78.11,10.498656,0.019052591,6.88,104.2,60.12,13489128448,8.683,3.6604512,3.305544,
ARE,ARE,REIT - Office,143.85,60.441177,0.026631158,3.3100000000000005,144.46,109.04,16245843968,26.43,11.826289,2.129849,
RF,RF,Banks - Regional - US,14.54,8.654762,0.03556485,1.56,19.99,12.39,14732218368,,2.7171187,1.002482,
ANSS,ANSS,Software - Application,186.03,27.848803,,6.08,197.05,136.8,15613200384,28.754,11.757875,5.812893,
HES,HES,Oil & Gas E&P,64.18,35.263737,0.01589825,-0.07,74.81,35.59,19474522112,9.404,3.0533903,2.0904176,
WAT,WAT,Diagnostics & Research,211.16,20.722279,,8.34,255.21,167.94,14670383104,18.252,6.104721,15.303667,
CNP,CNP,Utilities - Regulated Gas,29.78,16.45304,0.03713528,1.5099999999999998,31.42,25.1,14954742784,13.594,1.3638616,2.3092432,
FANG,FANG,Oil & Gas E&P,109.11,8.87795,0.0052425372,5.859999999999999,140.78,85.19,17967362048,12.82,7.0514607,1.3040829,
CMS,CMS,Utilities - Regulated Electric,55.26,20.619402,0.026658116,2.2199999999999998,56.3,42.52,15679140864,13.537,2.246617,3.2270496,
AJG,AJG,Insurance Brokers,82.48,19.136892,0.020256255,3.5599999999999996,84.14,64.54,15279585280,17.92,2.244786,3.130884,
RMD,RMD,Medical Instruments & Supplies,112.06,28.733332,0.013351376,3.65,118.5,90.64,16068618240,22.755,6.3632092,7.9469543,
LEN,LEN,Residential Construction,52.75,8.880471,0.003108607,5.470000000000001,55.77,37.29,16651645952,10.1,0.7759778,1.1528795,
EXPE,EXPE,Leisure,119.56,14.669939,0.010790443,6,139.77,108.11,17785745408,14.863,1.5706239,4.3553967,
DHI,DHI,Residential Construction,43.98,10.110345,0.012722647,4.09,47.02,32.39,16412323840,9.282,0.9894035,1.7531691,
GPC,GPC,Specialty Retail,96.76,15.758959,0.030114397,5.7,115.2,89.87,14133152768,13.051,0.74835557,3.9800913,
EFX,EFX,Business Services,118.69,19.020834,0.013398608,5.78,138.69,88.68,14340600832,25.174,4.2271485,5.597001,
SYMC,SYMC,Software - Application,19.47,9.984614,0.015673982,1.5899999999999999,24.77,17.43,12445554688,11.813,2.6306396,2.161412,
PFG,PFG,Insurance - Life,55.28,8.988618,0.039269913,5.56,61.12,40.42,15398132736,8.171,1.0199127,1.2114836,
HBAN,HBAN,Banks - Regional - US,13.26,9.404256,0.040581927,1.24,16.52,11.12,13875794944,,3.1986618,1.3565218,
EVRG,EVRG,Utilities - Regulated Electric,58.02,18.419046,0.030998457,2.3400000000000003,61.1,50.89,14162566144,12.842,2.8946912,1.5075612,
HST,HST,REIT - Hotel & Motel,18.99,22.341175,0.042485397,1.3599999999999999,22.47,15.94,14216996864,11.7,2.5419269,1.872781,
HCP,HCP,REIT - Healthcare Facilities,30.88,55.142857,0.047819063,2.26,32.23,22.49,14964355072,21.192,8.296725,2.528453,
CAH,CAH,Medical Distribution,46.1,8.747628,0.04135012,5.18,58.31,42.17,13740565504,7.281,0.095733054,2.2051084,
CAG,CAG,Packaged Foods,28.6,13.179723,0.030238349,2.1500000000000004,39.43,20.22,13897169920,13.707,1.5629901,1.8849272,
DRI,DRI,Restaurants,121.03,18.706337,0.023964055,5.45,124,84.37,14883784704,13.368,1.7686367,6.427168,
INCY,INCY,Biotechnology,76.11,26.611889,,1.6600000000000001,88.83,57,16320953344,44.987,8.170861,7.821396,
K,K,Packaged Foods,57.17,14.116048,0.0384216,4.12,74.98,53.14,19466213376,13.062,1.4242182,7.6738253,
CINF,CINF,Insurance - Property & Casualty,95.74,26.016304,0.02257929,3.6799999999999997,96.49,66.33,15627639808,12.305,2.46415,1.8105143,
COO,COO,Medical Instruments & Supplies,287.8,21.80303,0.0002092123,11.61,302.36,221.5,14209865728,20.973,5.527195,4.1422586,
WDC,WDC,Data Storage,44.63,11.356235,0.046522446,8.27,88.62,33.83,13076501504,5.944,0.72437966,1.2802639,
XYL,XYL,Diversified Industrials,75.51,20.243969,0.011328124,2.9,84.41,60.65,13586740224,17.492,2.5993383,4.8584485,
DOV,DOV,Diversified Industrials,96.09,15.374399,0.020215917,5.33,99.46,65.83,13964662784,13.995,1.9726318,4.9216347,
IT,IT,Information Technology Services,151.44,32.99346,,3.59,161.85,120.89,13643290624,28.319,3.4259543,15.920942,
MYL,MYL,Drug Manufacturers - Specialty & Generic,20.41,4.485714,,4.44,42.5,19.73,10520069120,7.088,0.93554133,0.8863893,
WYNN,WYNN,Resorts & Casinos,123.32,15.415,0.02666776,5.88,197.68,90.06,13274041344,12.638,1.9950081,6.337102,
SJM,SJM,Packaged Foods,126.78,15.219687,0.026270116,8.239999999999998,127.41,91.32,14420844544,12.34,1.8686628,1.7985785,
IFF,IFF,Specialty Chemicals,136.01,19.374643,0.021415826,6.29,150.57,121.85,14511042560,19.754,3.3404696,2.3611617,
TFX,TFX,Medical Instruments & Supplies,297.51,23.31583,0.0046301023,10,309.99,226.02,13731306496,23.158,5.5485926,5.3410053,
L,L,Insurance - Property & Casualty,50.97,14.562858,0.0049830577,2.52,52.35,42.06,15540142080,10.478,1.0911489,0.81796736,
MLM,MLM,Building Materials,215.68,20.063255,0.008847475,7.949999999999999,232.89,150.75,13500295168,15.776,3.288463,2.7149706,
AAL,AAL,Airlines,32.34,5.6836557,0.012445551,4.32,45.82,28.81,14385964032,7.598,0.32166097,,
